blocksize,elapsed_time
9,3.9233e-05
10,3.8522e-05
11,3.8443e-05
12,3.8432e-05
13,3.8833e-05
14,3.8312e-05
15,3.8492e-05
16,3.8342e-05
17,3.9495e-05
18,3.8773e-05
19,3.8092e-05
20,4.231e-05
blocksize,elapsed_time
0,6.3369e-05
1,6.3018e-05
2,6.6535e-05
3,6.3801e-05
4,6.8469e-05
5,6.5944e-05
6,6.2778e-05
7,6.378e-05
8,7.1365e-05
9,6.6706e-05
10,6.8289e-05
11,6.8599e-05
12,6.7888e-05
13,6.5965e-05
14,6.7628e-05
15,6.3419e-05
16,6.7107e-05
17,6.5764e-05
18,6.5643e-05
19,6.7497e-05
20,6.6976e-05
blocksize,elapsed_time
0,6.2608e-05
1,6.4732e-05
2,6.5774e-05
3,6.6705e-05
4,6.358e-05
5,6.7647e-05
6,6.7767e-05
7,6.2798e-05
8,6.6135e-05
9,6.4081e-05
10,6.8039e-05
11,6.5203e-05
12,6.8359e-05
13,6.7186e-05
14,7.5001e-05
15,6.6205e-05
16,6.912e-05
17,6.404e-05
18,6.865e-05
19,6.5543e-05
20,6.8008e-05
blocksize,elapsed_time
0,6.9e-05
1,6.911e-05
2,6.5062e-05
3,6.7657e-05
4,6.4722e-05
5,6.91e-05
6,6.5443e-05
7,6.9671e-05
8,6.5503e-05
9,6.893e-05
10,6.4692e-05
11,6.7788e-05
12,6.5142e-05
13,6.907e-05
14,6.5503e-05
15,6.9881e-05
16,6.5503e-05
17,6.9431e-05
18,6.4852e-05
19,6.8348e-05
20,7.0623e-05
blocksize,elapsed_time
0,6.8699e-05
1,6.367e-05
2,6.7707e-05
3,6.8118e-05
4,6.7697e-05
5,6.6064e-05
6,6.7036e-05
7,6.4071e-05
8,6.6365e-05
9,6.6966e-05
10,6.4471e-05
11,6.7286e-05
12,6.894e-05
13,6.4642e-05
14,6.7046e-05
15,6.394e-05
16,6.7327e-05
17,6.4251e-05
18,6.2568e-05
19,6.6225e-05
20,6.5213e-05
blocksize,elapsed_time
0,6.8569e-05
1,6.6666e-05
2,6.9731e-05
3,6.7858e-05
4,6.9962e-05
5,6.6565e-05
6,6.7287e-05
7,6.6866e-05
8,6.9311e-05
9,6.6605e-05
10,6.9431e-05
11,7.2196e-05
12,7.0252e-05
13,6.6996e-05
14,7.7706e-05
15,6.7407e-05
16,6.7467e-05
17,6.7668e-05
18,6.9631e-05
19,6.7768e-05
20,7.0102e-05
blocksize,elapsed_time
0,6.8018e-05
1,7.1665e-05
2,7.6224e-05
3,7.0483e-05
4,7.0623e-05
5,6.9681e-05
6,7.1765e-05
7,7.466e-05
8,7.0472e-05
9,7.0654e-05
10,6.8378e-05
11,7.0793e-05
12,6.8159e-05
13,7.2527e-05
14,6.8048e-05
15,7.1014e-05
16,7.3068e-05
17,6.9231e-05
18,6.7767e-05
19,7.0122e-05
20,7.2847e-05
blocksize,elapsed_time
0,7.1875e-05
1,7.2467e-05
2,7.0423e-05
3,7.1816e-05
4,6.9401e-05
5,7.1946e-05
6,7.1134e-05
7,7.0824e-05
8,7.1564e-05
9,6.9411e-05
10,7.1654e-05
11,7.449e-05
12,7.2126e-05
13,7.2186e-05
14,7.1685e-05
15,7.2246e-05
16,6.912e-05
17,7.1855e-05
18,7.2006e-05
19,7.0894e-05
20,7.1655e-05
blocksize,elapsed_time
0,6.8549e-05
1,6.8379e-05
2,6.8008e-05
3,6.7698e-05
4,6.8008e-05
5,6.7968e-05
6,6.7898e-05
7,6.7547e-05
8,6.7878e-05
9,6.7548e-05
10,6.8839e-05
11,6.7587e-05
12,6.7297e-05
13,6.7968e-05
14,6.6846e-05
15,6.888e-05
16,6.93e-05
17,6.8769e-05
18,6.8709e-05
19,6.912e-05
20,6.896e-05
blocksize,elapsed_time
0,7.3338e-05
1,7.2947e-05
2,7.4891e-05
3,7.4921e-05
4,7.2646e-05
5,7.5602e-05
6,7.5853e-05
7,7.6063e-05
8,7.6154e-05
9,7.5572e-05
10,7.4981e-05
11,7.2737e-05
12,7.7316e-05
13,7.9099e-05
14,7.4851e-05
15,7.45e-05
16,7.4531e-05
17,7.6103e-05
18,8.6082e-05
19,7.3348e-05
20,8.2957e-05
blocksize,elapsed_time
0,7.9801e-05
1,7.5592e-05
2,7.7636e-05
3,7.7977e-05
4,7.7075e-05
5,7.8188e-05
6,7.7966e-05
7,7.7596e-05
8,7.7215e-05
9,7.8177e-05
10,7.7105e-05
11,7.8558e-05
12,7.8849e-05
13,7.5793e-05
14,7.8227e-05
15,7.7065e-05
16,7.7606e-05
17,7.8497e-05
18,7.6274e-05
19,7.6895e-05
20,7.5242e-05
blocksize,elapsed_time
0,7.953e-05
1,7.7856e-05
2,8.2305e-05
3,7.8818e-05
4,7.9109e-05
5,7.6735e-05
6,7.7235e-05
7,8.0211e-05
8,7.9329e-05
9,7.7956e-05
10,7.6515e-05
11,7.9279e-05
12,7.8789e-05
13,7.956e-05
14,7.8879e-05
15,7.7336e-05
16,8.0952e-05
17,8.0001e-05
18,7.8899e-05
19,7.9089e-05
20,7.7516e-05
blocksize,elapsed_time
0,7.8328e-05
1,7.8227e-05
2,7.9109e-05
3,7.8277e-05
4,7.5522e-05
5,7.8328e-05
6,7.6143e-05
7,7.5682e-05
8,7.7997e-05
9,7.9149e-05
10,7.7827e-05
11,7.7015e-05
12,7.8518e-05
13,7.6625e-05
14,7.5823e-05
15,8.1113e-05
16,7.7796e-05
17,7.8347e-05
18,7.8467e-05
19,7.6164e-05
20,8.0181e-05
blocksize,elapsed_time
0,8.3817e-05
1,8.2365e-05
2,8.1233e-05
3,9.2735e-05
4,8.3046e-05
5,8.3376e-05
6,8.0492e-05
7,8.2936e-05
8,8.4219e-05
9,8.0121e-05
10,8.2976e-05
11,8.3217e-05
12,8.4319e-05
13,8.4459e-05
14,8.2696e-05
15,8.1814e-05
16,8.1413e-05
17,8.0372e-05
18,8.4088e-05
19,8.3227e-05
20,8.2465e-05
blocksize,elapsed_time
0,8.9539e-05
1,8.9428e-05
2,8.5511e-05
3,8.5181e-05
4,8.6353e-05
5,8.5901e-05
6,8.493e-05
7,8.5051e-05
8,8.8667e-05
9,8.3236e-05
10,8.4229e-05
11,8.5231e-05
12,8.5891e-05
13,8.6283e-05
14,8.7455e-05
15,8.7044e-05
16,8.3697e-05
17,8.3508e-05
18,8.9048e-05
19,8.514e-05
20,8.7084e-05
blocksize,elapsed_time
0,8.6412e-05
1,8.6553e-05
2,8.6222e-05
3,8.6873e-05
4,8.7104e-05
5,8.7275e-05
6,8.7104e-05
7,9.0079e-05
8,8.8988e-05
9,8.4529e-05
10,8.6694e-05
11,8.6353e-05
12,8.7364e-05
13,8.6853e-05
14,8.7835e-05
15,8.6963e-05
16,8.7184e-05
17,8.6793e-05
18,8.6694e-05
19,8.6864e-05
20,8.7003e-05
blocksize,elapsed_time
0,7.8789e-05
1,7.926e-05
2,7.9199e-05
3,7.8728e-05
4,7.7015e-05
5,7.9089e-05
6,7.8698e-05
7,7.9299e-05
8,7.95e-05
9,7.9129e-05
10,7.9059e-05
11,7.8939e-05
12,7.7045e-05
13,7.7366e-05
14,7.9029e-05
15,7.6965e-05
16,7.96e-05
17,7.5732e-05
18,7.7606e-05
19,7.9209e-05
20,7.9359e-05
blocksize,elapsed_time
0,8.9939e-05
1,9.0901e-05
2,9.2414e-05
3,9.1653e-05
4,9.1773e-05
5,9.1302e-05
6,8.7134e-05
7,8.9889e-05
8,9.0531e-05
9,9.2684e-05
10,8.7494e-05
11,8.7665e-05
12,9.0421e-05
13,9.1593e-05
14,8.6613e-05
15,8.7525e-05
16,8.7285e-05
17,8.6793e-05
18,8.7835e-05
19,8.7144e-05
20,8.7415e-05
blocksize,elapsed_time
0,9.034e-05
1,9.4949e-05
2,8.997e-05
3,0.00010084
4,9.5099e-05
5,0.000102332
6,9.7473e-05
7,9.4878e-05
8,9.1081e-05
9,9.7844e-05
10,9.3547e-05
11,9.7744e-05
12,9.3005e-05
13,9.6271e-05
14,9.8846e-05
15,9.4749e-05
16,9.4338e-05
17,8.9939e-05
18,9.7804e-05
19,9.4699e-05
20,8.99e-05
blocksize,elapsed_time
0,9.4839e-05
1,9.7774e-05
2,9.7473e-05
3,0.000101361
4,9.6552e-05
5,9.4939e-05
6,9.7002e-05
7,9.7433e-05
8,9.6131e-05
9,0.000101331
10,0.000101441
11,9.6722e-05
12,9.4888e-05
13,9.8766e-05
14,9.4458e-05
15,0.000102703
16,9.8956e-05
17,9.564e-05
18,9.7143e-05
19,9.6752e-05
20,9.5981e-05
blocksize,elapsed_time
0,9.9116e-05
1,9.8455e-05
2,9.55e-05
3,9.9447e-05
4,9.4799e-05
5,9.4878e-05
6,9.7814e-05
7,9.9908e-05
8,9.3346e-05
9,9.3456e-05
10,9.6151e-05
11,9.519e-05
12,9.5079e-05
13,9.2915e-05
14,9.7854e-05
15,9.521e-05
16,9.3977e-05
17,9.556e-05
18,9.8796e-05
19,9.3165e-05
20,9.7454e-05
blocksize,elapsed_time
0,0.000102072
1,0.000104246
2,9.9948e-05
3,0.000105038
4,0.000101621
5,0.000105318
6,0.000101391
7,0.00010118
8,9.9597e-05
9,9.9236e-05
10,0.00010072
11,0.000101581
12,0.000103675
13,0.000103796
14,0.00010136
15,9.7954e-05
16,0.000104647
17,0.000102292
18,0.000103375
19,0.000105468
20,0.00010128
blocksize,elapsed_time
0,0.000102924
1,0.000101671
2,0.000107352
3,0.000104056
4,0.000107121
5,0.000104526
6,0.000107482
7,0.000104076
8,0.000107312
9,0.000104006
10,0.000102964
11,0.00011692
12,0.0001011
13,0.000107161
14,0.000103885
15,0.000107402
16,0.000104116
17,0.000101161
18,0.000107512
19,0.000104998
20,0.000104396
blocksize,elapsed_time
0,0.00010612
1,0.000109757
2,0.000106431
3,0.000104607
4,0.000106962
5,0.000104527
6,0.000105158
7,0.000108985
8,0.00010632
9,0.000103976
10,0.000109587
11,0.000105038
12,0.000109566
13,0.00010652
14,0.000104747
15,0.00010628
16,0.000109827
17,0.000106631
18,0.000106981
19,0.000110608
20,0.000105458
blocksize,elapsed_time
0,0.000104607
1,0.000103254
2,0.000103565
3,0.000104597
4,0.000101841
5,0.000102152
6,0.000103555
7,0.000103916
8,0.000103826
9,0.000101461
10,0.000101271
11,0.000103705
12,0.000102152
13,0.000100098
14,0.000103976
15,0.00010127
16,0.00010066
17,0.000103355
18,0.000103294
19,0.000101962
20,0.000101531
blocksize,elapsed_time
0,0.000115277
1,0.000113875
2,0.000113654
3,0.000113043
4,0.000110387
5,0.000123713
6,0.00011137
7,0.000110528
8,0.000110388
9,0.000111951
10,0.000110809
11,0.000113394
12,0.000115037
13,0.000114976
14,0.000112511
15,0.000112622
16,0.000115197
17,0.00011678
18,0.000112202
19,0.000113073
20,0.000114976
blocksize,elapsed_time
0,0.000115798
1,0.000113183
2,0.000116931
3,0.000115407
4,0.000115778
5,0.000115728
6,0.000115508
7,0.000117181
8,0.000116679
9,0.00011715
10,0.000117862
11,0.000115397
12,0.000130035
13,0.000117191
14,0.000117251
15,0.000117401
16,0.000117452
17,0.000115697
18,0.000118884
19,0.000116399
20,0.000115869
blocksize,elapsed_time
0,0.000119074
1,0.000119435
2,0.000118924
3,0.000118704
4,0.000119835
5,0.000120076
6,0.000117612
7,0.000119876
8,0.000120177
9,0.000120868
10,0.000119485
11,0.000118072
12,0.000117852
13,0.000118994
14,0.000120517
15,0.000120247
16,0.000119906
17,0.000118964
18,0.000122301
19,0.000120628
20,0.000119876
blocksize,elapsed_time
0,0.000118022
1,0.000118804
2,0.000116059
3,0.000119655
4,0.000118123
5,0.00011676
6,0.0001172
7,0.00011674
8,0.000116289
9,0.000117882
10,0.000117642
11,0.000117381
12,0.000118353
13,0.000117731
14,0.000118393
15,0.000118603
16,0.000117952
17,0.000118153
18,0.000117101
19,0.000116079
20,0.000117542
blocksize,elapsed_time
0,0.000123983
1,0.000124394
2,0.000127791
3,0.000124965
4,0.000125726
5,0.000125917
6,0.000126879
7,0.000125065
8,0.000127239
9,0.000129844
10,0.000125196
11,0.000125316
12,0.000125236
13,0.000124926
14,0.000125947
15,0.000124875
16,0.000126248
17,0.000126358
18,0.000126328
19,0.000126529
20,0.000126799
blocksize,elapsed_time
0,0.000129564
1,0.000129143
2,0.000128091
3,0.000127029
4,0.00012757
5,0.000128472
6,0.000130145
7,0.000150624
8,0.000130385
9,0.000129243
10,0.000128983
11,0.000129564
12,0.000128542
13,0.000129464
14,0.000128722
15,0.000129735
16,0.000130045
17,0.000129614
18,0.000128623
19,0.00012731
20,0.00012748
blocksize,elapsed_time
0,0.000132339
1,0.000132019
2,0.000131919
3,0.0001328
4,0.000131918
5,0.00013264
6,0.00013294
7,0.000132059
8,0.000132049
9,0.000131197
10,0.0001329
11,0.000132109
12,0.00013288
13,0.000132389
14,0.000132219
15,0.000132309
16,0.000134874
17,0.0001329
18,0.000131898
19,0.000132349
20,0.000130215
blocksize,elapsed_time
0,0.000116951
1,0.000118944
2,0.000119355
3,0.000115277
4,0.000118032
5,0.000115968
6,0.000117651
7,0.000115738
8,0.000116138
9,0.000118604
10,0.00011699
11,0.000115257
12,0.000118122
13,0.000118823
14,0.000117962
15,0.000117091
16,0.000123262
17,0.000115848
18,0.000116299
19,0.000115547
20,0.000119014
blocksize,elapsed_time
0,0.000162817
1,0.000162065
2,0.000161534
3,0.000162105
4,0.000165241
5,0.000163898
6,0.000162937
7,0.000163828
8,0.000162737
9,0.000162867
10,0.000163679
11,0.000163949
12,0.000162576
13,0.000162225
14,0.000163007
15,0.000163689
16,0.000163268
17,0.000163248
18,0.000163879
19,0.000182894
20,0.000163538
blocksize,elapsed_time
0,0.00016421
1,0.000164019
2,0.00016446
3,0.000165782
4,0.000164279
5,0.00016422
6,0.000164199
7,0.000163739
8,0.000165241
9,0.000163467
10,0.00016485
11,0.000162747
12,0.000165321
13,0.000162466
14,0.000162777
15,0.000163308
16,0.000165682
17,0.000163547
18,0.00016506
19,0.00016459
20,0.000166133
blocksize,elapsed_time
0,0.000166995
1,0.000167555
2,0.000167966
3,0.000166544
4,0.000166814
5,0.000168908
6,0.000166914
7,0.000167325
8,0.000167946
9,0.000167546
10,0.000167485
11,0.000166704
12,0.000166894
13,0.000167155
14,0.000167054
15,0.000167846
16,0.000167635
17,0.000167786
18,0.000167696
19,0.000166043
20,0.000167014
blocksize,elapsed_time
0,0.000164339
1,0.000163799
2,0.000164439
3,0.000163999
4,0.000165742
5,0.000163157
6,0.000163849
7,0.000162937
8,0.000163387
9,0.000163177
10,0.000163748
11,0.000163748
12,0.000163147
13,0.000162916
14,0.000166343
15,0.000162717
16,0.000163337
17,0.000162837
18,0.000162696
19,0.000163157
20,0.000163247
blocksize,elapsed_time
0,0.0001755
1,0.000171783
2,0.000172063
3,0.000172655
4,0.00017492
5,0.000171463
6,0.000174168
7,0.00017515
8,0.000172635
9,0.000170922
10,0.000174929
11,0.000172314
12,0.000176602
13,0.000175531
14,0.000171252
15,0.000170801
16,0.000170631
17,0.000168738
18,0.000170361
19,0.000171383
20,0.000174959
blocksize,elapsed_time
0,0.000174218
1,0.000173777
2,0.000175039
3,0.000174629
4,0.000180069
5,0.000174849
6,0.000195929
7,0.000176743
8,0.000172946
9,0.000176061
10,0.00017566
11,0.000173937
12,0.000182163
13,0.000173176
14,0.000174088
15,0.000172625
16,0.000181642
17,0.000176904
18,0.000174158
19,0.000175029
20,0.000172495
blocksize,elapsed_time
0,0.00018062
1,0.000177644
2,0.000175079
3,0.000185009
4,0.000179338
5,0.000176983
6,0.000177314
7,0.000177194
8,0.000178426
9,0.000175741
10,0.000175851
11,0.000177414
12,0.000176442
13,0.000175491
14,0.000179869
15,0.000178396
16,0.000177154
17,0.000179578
18,0.000177445
19,0.000178105
20,0.000184999
blocksize,elapsed_time
0,0.000167385
1,0.000168497
2,0.000165611
3,0.000165541
4,0.000164029
5,0.00016447
6,0.000165362
7,0.000163538
8,0.000166674
9,0.000166083
10,0.000166884
11,0.000165763
12,0.000164089
13,0.000163698
14,0.000165702
15,0.000164931
16,0.000165231
17,0.000167656
18,0.000164299
19,0.000164089
20,0.000167796
blocksize,elapsed_time
0,0.00018632
1,0.000184618
2,0.000182253
3,0.00018556
4,0.000182503
5,0.000209485
6,0.000183185
7,0.000182244
8,0.000186081
9,0.000181742
10,0.00018626
11,0.000183947
12,0.000190027
13,0.000183826
14,0.00018595
15,0.000184637
16,0.000186671
17,0.00018582
18,0.000184087
19,0.000186281
20,0.00018582
blocksize,elapsed_time
0,0.000187653
1,0.000187984
2,0.000187292
3,0.000187734
4,0.000194076
5,0.000215947
6,0.000185399
7,0.000189617
8,0.000188124
9,0.000186751
10,0.000187703
11,0.000188485
12,0.000190799
13,0.000186341
14,0.000187173
15,0.000185699
16,0.000188034
17,0.000192763
18,0.000187553
19,0.000187543
20,0.000185579
blocksize,elapsed_time
0,0.000190839
1,0.000195528
2,0.000191541
3,0.000189837
4,0.000188735
5,0.000205217
6,0.000197051
7,0.000192282
8,0.000194527
9,0.000190379
10,0.000195598
11,0.000192162
12,0.000194135
13,0.000192683
14,0.000196109
15,0.000190929
16,0.000189367
17,0.000190409
18,0.000191461
19,0.000192352
20,0.000191941
blocksize,elapsed_time
0,0.000189557
1,0.000188996
2,0.000188735
3,0.000188084
4,0.000187944
5,0.000188605
6,0.000187293
7,0.000184758
8,0.000186972
9,0.000184768
10,0.000191841
11,0.000189948
12,0.000189768
13,0.00019155
14,0.000190449
15,0.000187783
16,0.000189137
17,0.000192282
18,0.000193504
19,0.000189216
20,0.000188184
blocksize,elapsed_time
0,0.000200297
1,0.000203143
2,0.000198825
3,0.00020208
4,0.000209204
5,0.000200317
6,0.000202251
7,0.000199456
8,0.00020221
9,0.000207781
10,0.00020175
11,0.000198434
12,0.000201068
13,0.000199316
14,0.000197672
15,0.00020186
16,0.000195809
17,0.000198854
18,0.000196811
19,0.000202812
20,0.000200618
blocksize,elapsed_time
0,0.000199876
1,0.000201319
2,0.000204185
3,0.00021245
4,0.000202041
5,0.000202411
6,0.000203714
7,0.000205547
8,0.000206739
9,0.000199435
10,0.000206458
11,0.000200137
12,0.00020177
13,0.000206879
14,0.000208803
15,0.000200217
16,0.000205828
17,0.000200207
18,0.000198845
19,0.000201659
20,0.000202521
blocksize,elapsed_time
0,0.000203463
1,0.000211087
2,0.00020708
3,0.000204916
4,0.000203253
5,0.000203333
6,0.000205496
7,0.000204925
8,0.000203543
9,0.000205707
10,0.000204495
11,0.000204495
12,0.000210507
13,0.000202582
14,0.000202532
15,0.00020155
16,0.000202732
17,0.000204275
18,0.000204535
19,0.000202612
20,0.000205577
blocksize,elapsed_time
0,0.000184076
1,0.00018564
2,0.000185449
3,0.000182914
4,0.000186662
5,0.000183656
6,0.000186972
7,0.000183646
8,0.00018605
9,0.000185129
10,0.000183966
11,0.000186762
12,0.000185459
13,0.000181341
14,0.000182994
15,0.000183907
16,0.000187343
17,0.000183175
18,0.000184347
19,0.000189096
20,0.000187553
blocksize,elapsed_time
0,0.000216247
1,0.000216057
2,0.000216979
3,0.000215425
4,0.000216227
5,0.000220215
6,0.000214083
7,0.000211438
8,0.000213983
9,0.00021264
10,0.000214725
11,0.000218051
12,0.000216838
13,0.000216006
14,0.000212971
15,0.000210496
16,0.000213933
17,0.000211268
18,0.000216077
19,0.000225595
20,0.000212931
blocksize,elapsed_time
0,0.000217429
1,0.000219343
2,0.000214664
3,0.000215095
4,0.000214594
5,0.000213852
6,0.000215926
7,0.000218051
8,0.000219924
9,0.000215346
10,0.000214013
11,0.00021237
12,0.000225314
13,0.000211729
14,0.000215506
15,0.000218762
16,0.000216507
17,0.00021764
18,0.000215165
19,0.000214524
20,0.000214935
blocksize,elapsed_time
0,0.000218822
1,0.000218532
2,0.000219343
3,0.000219002
4,0.000219333
5,0.000219764
6,0.000219894
7,0.000218792
8,0.000219363
9,0.000218882
10,0.000220004
11,0.000218582
12,0.000219333
13,0.000219103
14,0.000218532
15,0.000218902
16,0.000219884
17,0.000219253
18,0.000221267
19,0.000219874
20,0.000220977
blocksize,elapsed_time
0,0.000215726
1,0.000214514
2,0.000215566
3,0.000216096
4,0.000214654
5,0.000214394
6,0.000214424
7,0.000215987
8,0.000213933
9,0.000215025
10,0.000214664
11,0.000214233
12,0.000214814
13,0.000215365
14,0.000214864
15,0.000215385
16,0.000213723
17,0.000215796
18,0.000215967
19,0.000215485
20,0.000215926
blocksize,elapsed_time
0,0.000227047
1,0.000227689
2,0.000227078
3,0.000229482
4,0.000226627
5,0.000229122
6,0.000244901
7,0.000229181
8,0.000227568
9,0.000227649
10,0.000226677
11,0.000274817
12,0.000229121
13,0.000225544
14,0.000226286
15,0.000225465
16,0.000226006
17,0.000227068
18,0.000225525
19,0.000226416
20,0.000227398
blocksize,elapsed_time
0,0.000229352
1,0.00024383
2,0.000230494
3,0.000231525
4,0.000231936
5,0.000231776
6,0.000231937
7,0.000230875
8,0.000234922
9,0.000229652
10,0.000231536
11,0.00023392
12,0.000231656
13,0.000245683
14,0.000231035
15,0.000230544
16,0.000229042
17,0.000245012
18,0.000230204
19,0.000230123
20,0.000230323
blocksize,elapsed_time
0,0.000234882
1,0.000253557
2,0.000237156
3,0.000249871
4,0.000234862
5,0.000235895
6,0.000251463
7,0.000234412
8,0.000236906
9,0.000253076
10,0.000243098
11,0.000236876
12,0.000250231
13,0.000234151
14,0.000236055
15,0.000236195
16,0.000236716
17,0.000237196
18,0.000237196
19,0.000237918
20,0.000236084
blocksize,elapsed_time
0,0.00022306
1,0.000220295
2,0.000246855
3,0.000236145
4,0.000219113
5,0.000222329
6,0.000219594
7,0.000220555
8,0.000221577
9,0.000220505
10,0.000221818
11,0.000222709
12,0.000221778
13,0.000221046
14,0.000221677
15,0.000219754
16,0.000221858
17,0.000222068
18,0.000219694
19,0.000221557
20,0.000235113
blocksize,elapsed_time
0,0.000244832
1,0.000245262
2,0.000245372
3,0.00024452
4,0.000246604
5,0.000245292
6,0.000243298
7,0.000243409
8,0.000245141
9,0.000243779
10,0.000246244
11,0.00024454
12,0.000243779
13,0.000244099
14,0.000247175
15,0.000244641
16,0.00024473
17,0.00024418
18,0.00024432
19,0.000243498
20,0.000243739
blocksize,elapsed_time
0,0.000256934
1,0.000247205
2,0.000246845
3,0.000246334
4,0.000246624
5,0.000246003
6,0.000245773
7,0.000248348
8,0.000245061
9,0.000244961
10,0.000246834
11,0.0002445
12,0.000244741
13,0.000248338
14,0.000246495
15,0.000246454
16,0.000246965
17,0.000246304
18,0.000246444
19,0.000246985
20,0.000245903
blocksize,elapsed_time
0,0.000251794
1,0.00024959
2,0.000248457
3,0.000247667
4,0.000248287
5,0.000247696
6,0.000250531
7,0.000249019
8,0.000250692
9,0.000268194
10,0.000250151
11,0.000250591
12,0.000249239
13,0.000250191
14,0.000251995
15,0.000250071
16,0.000250662
17,0.00024962
18,0.000252896
19,0.000252455
20,0.000248788
blocksize,elapsed_time
0,0.000242166
1,0.000243638
2,0.000242727
3,0.000242286
4,0.000242005
5,0.000240302
6,0.000241494
7,0.000242246
8,0.000243078
9,0.000241465
10,0.000241625
11,0.000242818
12,0.000247677
13,0.000242787
14,0.000242396
15,0.000243659
16,0.000242818
17,0.000243238
18,0.000244921
19,0.000245382
20,0.000245743
blocksize,elapsed_time
0,0.000266021
1,0.000257054
2,0.000261563
3,0.000258366
4,0.000256943
5,0.000256763
6,0.000257575
7,0.000261453
8,0.000257936
9,0.000256813
10,0.000258226
11,0.000255791
12,0.000256784
13,0.000259037
14,0.000256172
15,0.000260801
16,0.000257415
17,0.000256643
18,0.000256042
19,0.000254599
20,0.000256844
blocksize,elapsed_time
0,0.000260791
1,0.000261963
2,0.000261383
3,0.000264949
4,0.000263146
5,0.000262114
6,0.000263426
7,0.000263195
8,0.000262804
9,0.000263356
10,0.000262214
11,0.000261162
12,0.00026013
13,0.000259568
14,0.000260511
15,0.000263066
16,0.000262464
17,0.000262534
18,0.000262555
19,0.000262624
20,0.000262685
blocksize,elapsed_time
0,0.000266773
1,0.000268115
2,0.000267574
3,0.000276551
4,0.000267413
5,0.000268586
6,0.000265119
7,0.000274768
8,0.000267453
9,0.000264528
10,0.00026559
11,0.000267293
12,0.000268025
13,0.000267825
14,0.000269216
15,0.000268065
16,0.000266952
17,0.000268055
18,0.000267534
19,0.000313811
20,0.000267684
blocksize,elapsed_time
0,0.00022292
1,0.000225825
2,0.000224463
3,0.000226276
4,0.000221727
5,0.000222008
6,0.000225314
7,0.000222839
8,0.000221877
9,0.000224012
10,0.000224833
11,0.000224072
12,0.000244541
13,0.000224533
14,0.000228771
15,0.000228019
16,0.000226687
17,0.000245502
18,0.00022304
19,0.00022812
20,0.000223912
blocksize,elapsed_time
0,0.000342695
1,0.000349658
2,0.000347074
3,0.000344819
4,0.000354768
5,0.000348817
6,0.000343647
7,0.000354437
8,0.000354628
9,0.000381909
10,0.000353465
11,0.000354788
12,0.00034479
13,0.000358946
14,0.000346252
15,0.000343818
16,0.000346753
17,0.000350519
18,0.00034524
19,0.000335672
20,0.000350029
blocksize,elapsed_time
0,0.000352283
1,0.00035549
2,0.000362563
3,0.000385115
4,0.000355138
5,0.000357092
6,0.00035545
7,0.000360339
8,0.000355819
9,0.00035602
10,0.00035564
11,0.000352915
12,0.000346232
13,0.000355259
14,0.00035549
15,0.000355029
16,0.000356471
17,0.000351051
18,0.000343668
19,0.00034514
20,0.000344769
blocksize,elapsed_time
0,0.000353595
1,0.000357173
2,0.000360859
3,0.000356171
4,0.000359356
5,0.00035022
6,0.000358906
7,0.000355519
8,0.00035035
9,0.00035578
10,0.000356792
11,0.000360369
12,0.000350379
13,0.000356521
14,0.000353365
15,0.000362452
16,0.000349528
17,0.000356962
18,0.000355911
19,0.000350159
20,0.00035566
blocksize,elapsed_time
0,0.000348847
1,0.000350359
2,0.000354879
3,0.000349398
4,0.000348396
5,0.000344619
6,0.000347815
7,0.000347464
8,0.00034526
9,0.000343877
10,0.000347855
11,0.000346102
12,0.000348576
13,0.000345771
14,0.000350029
15,0.000346612
16,0.000346322
17,0.000344859
18,0.000349989
19,0.000349719
20,0.000350349
blocksize,elapsed_time
0,0.000364857
1,0.00036109
2,0.000370497
3,0.000360108
4,0.000353536
5,0.00035564
6,0.000365889
7,0.000363956
8,0.000365949
9,0.000361821
10,0.000364406
11,0.000368965
12,0.000361751
13,0.000361601
14,0.00036118
15,0.000359327
16,0.000368925
17,0.000356551
18,0.000365358
19,0.000365157
20,0.000364036
blocksize,elapsed_time
0,0.000369405
1,0.000367983
2,0.000368874
3,0.000368143
4,0.000368283
5,0.000365518
6,0.000366731
7,0.000369425
8,0.000373162
9,0.00036605
10,0.00036603
11,0.000364777
12,0.000364958
13,0.000363634
14,0.000367672
15,0.000365148
16,0.000364637
17,0.000365749
18,0.000365338
19,0.000364877
20,0.000367132
blocksize,elapsed_time
0,0.000373964
1,0.000375617
2,0.000379575
3,0.000375467
4,0.000375377
5,0.000372481
6,0.000372872
7,0.00037709
8,0.000378863
9,0.000373363
10,0.000372692
11,0.000372471
12,0.000377862
13,0.000378312
14,0.000377882
15,0.000377381
16,0.00037682
17,0.000380196
18,0.000377822
19,0.000378984
20,0.00037681
blocksize,elapsed_time
0,0.000349939
1,0.000355049
2,0.000348947
3,0.000349558
4,0.000348056
5,0.000351792
6,0.000347244
7,0.000352934
8,0.000347123
9,0.000348486
10,0.000346833
11,0.000347183
12,0.000349428
13,0.000346031
14,0.000347394
15,0.000347645
16,0.000348296
17,0.0003504
18,0.000343888
19,0.000342224
20,0.000342775
blocksize,elapsed_time
0,0.000380155
1,0.000385405
2,0.000400795
3,0.000386969
4,0.000386117
5,0.000380877
6,0.000393651
7,0.00038815
8,0.000386357
9,0.000388772
10,0.000381889
11,0.000386308
