blocksize,elapsed_time
14,2.2162e-05
15,2.2032e-05
16,2.2041e-05
17,2.2483e-05
18,2.1972e-05
19,2.1992e-05
20,2.2021e-05
blocksize,elapsed_time
0,3.8512e-05
1,3.9895e-05
2,3.9214e-05
3,3.7932e-05
4,3.8923e-05
5,3.8102e-05
6,3.8432e-05
7,3.8623e-05
8,3.9625e-05
9,3.8252e-05
10,3.8011e-05
11,3.8583e-05
12,3.8512e-05
13,3.8152e-05
14,3.7841e-05
15,3.8132e-05
16,3.7791e-05
17,3.8482e-05
18,3.8883e-05
19,3.8282e-05
20,3.8653e-05
blocksize,elapsed_time
0,3.8242e-05
1,3.9144e-05
2,3.8732e-05
3,3.8472e-05
4,3.8122e-05
5,3.8653e-05
6,3.9004e-05
7,3.8874e-05
8,3.8853e-05
9,3.9685e-05
10,3.8312e-05
11,3.8232e-05
12,3.8763e-05
13,3.9034e-05
14,3.9134e-05
15,3.9033e-05
16,3.8473e-05
17,3.8201e-05
18,3.8352e-05
19,3.8934e-05
20,3.8482e-05
blocksize,elapsed_time
0,3.9304e-05
1,3.9224e-05
2,3.8953e-05
3,3.8834e-05
4,3.9254e-05
5,3.9184e-05
6,3.8702e-05
7,3.8423e-05
8,3.9645e-05
9,3.8403e-05
10,3.8463e-05
11,3.8903e-05
12,3.9845e-05
13,3.8682e-05
14,3.9334e-05
15,3.9395e-05
16,3.9034e-05
17,3.8623e-05
18,3.9564e-05
19,3.9164e-05
20,3.9093e-05
blocksize,elapsed_time
0,3.9444e-05
1,3.9785e-05
2,3.8623e-05
3,3.9053e-05
4,3.8893e-05
5,3.8463e-05
6,3.8733e-05
7,3.9534e-05
8,3.9895e-05
9,3.9184e-05
10,3.8793e-05
11,3.9474e-05
12,3.8662e-05
13,3.9093e-05
14,3.9013e-05
15,3.9384e-05
16,3.9435e-05
17,3.9294e-05
18,3.9384e-05
19,3.9254e-05
20,3.8703e-05
blocksize,elapsed_time
0,4.0246e-05
1,4.0757e-05
2,3.9384e-05
3,3.9925e-05
4,3.9063e-05
5,3.9334e-05
6,3.9033e-05
7,4.0276e-05
8,3.9435e-05
9,3.8663e-05
10,3.9715e-05
11,3.9063e-05
12,3.9054e-05
13,3.9203e-05
14,3.9334e-05
15,3.8953e-05
16,3.9003e-05
17,3.9404e-05
18,3.9334e-05
19,3.9204e-05
20,3.9264e-05
blocksize,elapsed_time
0,3.9054e-05
1,3.9263e-05
2,3.9304e-05
3,3.9464e-05
4,3.9194e-05
5,4.0326e-05
6,3.9213e-05
7,3.9965e-05
8,3.9203e-05
9,4.0035e-05
10,3.9274e-05
11,3.9775e-05
12,3.9114e-05
13,3.9765e-05
14,3.9765e-05
15,3.9154e-05
16,3.9916e-05
17,3.9114e-05
18,4.0496e-05
19,3.9846e-05
20,3.9044e-05
blocksize,elapsed_time
0,3.9505e-05
1,4.0336e-05
2,3.9835e-05
3,4.0576e-05
4,3.9183e-05
5,4.0216e-05
6,3.9425e-05
7,4.0286e-05
8,3.9394e-05
9,3.9324e-05
10,4.0186e-05
11,4.0606e-05
12,3.9955e-05
13,3.9214e-05
14,3.9334e-05
15,3.9635e-05
16,3.8833e-05
17,3.9695e-05
18,3.9605e-05
19,3.9534e-05
20,3.9755e-05
blocksize,elapsed_time
0,4.0466e-05
1,3.9865e-05
2,4.0086e-05
3,4.0035e-05
4,4.0116e-05
5,3.9715e-05
6,3.9665e-05
7,4.0917e-05
8,3.9955e-05
9,3.9294e-05
10,3.9545e-05
11,4.2871e-05
12,4.1278e-05
13,4.0747e-05
14,4.0536e-05
15,3.9805e-05
16,3.9424e-05
17,3.9765e-05
18,4.0106e-05
19,3.9945e-05
20,3.9745e-05
blocksize,elapsed_time
0,4.1047e-05
1,3.9885e-05
2,3.9955e-05
3,4.0125e-05
4,4.0506e-05
5,3.9875e-05
6,3.9614e-05
7,4.1057e-05
8,4.0687e-05
9,4.0427e-05
10,3.9895e-05
11,4.0086e-05
12,4.0196e-05
13,4.0125e-05
14,3.9635e-05
15,3.9916e-05
16,4.0426e-05
17,3.9665e-05
18,4.0386e-05
19,4.0086e-05
20,4.0125e-05
blocksize,elapsed_time
0,4.0436e-05
1,3.9895e-05
2,4.0897e-05
3,4.0616e-05
4,4.0186e-05
5,4.0957e-05
6,4.0657e-05
7,4.0266e-05
8,4.0787e-05
9,4.0426e-05
10,3.9845e-05
11,4.1007e-05
12,4.1047e-05
13,4.0577e-05
14,3.9995e-05
15,3.9424e-05
16,3.9926e-05
17,4.0707e-05
18,4.0236e-05
19,3.9936e-05
20,4.0166e-05
blocksize,elapsed_time
0,3.9714e-05
1,4.0977e-05
2,4.1168e-05
3,4.0346e-05
4,3.9574e-05
5,4.0396e-05
6,4.1087e-05
7,4.0526e-05
8,4.0797e-05
9,4.0216e-05
10,4.0566e-05
11,4.0506e-05
12,3.9945e-05
13,4.0426e-05
14,4.0827e-05
15,4.0727e-05
16,4.0376e-05
17,4.1097e-05
18,3.9965e-05
19,4.0516e-05
20,4.0195e-05
blocksize,elapsed_time
0,4.0096e-05
1,4.0856e-05
2,4.0797e-05
3,4.0206e-05
4,4.0106e-05
5,4.0456e-05
6,4.0446e-05
7,3.9965e-05
8,4.0466e-05
9,4.0416e-05
10,4.0586e-05
11,4.0627e-05
12,4.0056e-05
13,4.0887e-05
14,4.0867e-05
15,4.1358e-05
16,4.0416e-05
17,4.0356e-05
18,4.0326e-05
19,4.0476e-05
20,4.1488e-05
blocksize,elapsed_time
0,4.1348e-05
1,4.0616e-05
2,4.1088e-05
3,4.0747e-05
4,4.0346e-05
5,4.0225e-05
6,4.1689e-05
7,4.1278e-05
8,4.1267e-05
9,4.0206e-05
10,4.0867e-05
11,4.0917e-05
12,4.1207e-05
13,4.0736e-05
14,4.0566e-05
15,4.1368e-05
16,4.0175e-05
17,4.0476e-05
18,4.0586e-05
19,4.4093e-05
20,4.0927e-05
blocksize,elapsed_time
0,4.0466e-05
1,4.1798e-05
2,4.1047e-05
3,4.1318e-05
4,4.0426e-05
5,4.1558e-05
6,4.1568e-05
7,4.1218e-05
8,4.0366e-05
9,4.1108e-05
10,4.1458e-05
11,4.1157e-05
12,4.1257e-05
13,4.0587e-05
14,4.1638e-05
15,4.1047e-05
16,4.1338e-05
17,4.0647e-05
18,4.1488e-05
19,4.1969e-05
20,4.0106e-05
